Unnamed: 0,text,labels
315,hali yake isiyostarehesha na sauti ni mbaya sana ikilinganishwa na razr ya simu au na kichwa changu cha nyuma kilichounganishwa kwa waya ambacho kimeunganishwa na sing aa,negative
316,tumesifu sana jambo hilo,positive
317,hii ni lazima iwe ni hii ikiwa serikali yako hairuhusu matumizi ya simu za mkononi unapoendesha gari,positive
318,nataka pesa zangu zirudi,negative
319,thamini kifaa hiki,positive
320,pia nina furaha sana kwa bei,positive
321,niliagiza bidhaa hii kwanza na kukosa furaha nayo mara moja,negative
322,ng ombe bado hawana masikio,negative
323,niliweza kupiga mayowe ndani ya gari bila tatizo lolote,positive
324,nina simu yangu ya mkononi yenye simu ninapokuwa nyumbani lakini huwezi kusikia chochote,negative
325,bei nafuu,positive
326,hata hivyo michezo hiyo si bora zaidi na michezo hiyo si bora zaidi,negative
327,plagi haikufanya kazi vizuri sana,negative
328,kiruu cha amazon,negative
329,print operation status,negative
330,inastarehesha sana,positive
331,betri inafanya kazi vizuri na badala ya ile ya awali iliyokuja kwa simu zaidi ya miaka iliyopita,positive
332,basi karamu yake ni bora,positive
333,unapatana vizuri katika sikio lolote lile sauti ni safi na yenye sauti ya juu na shtaka hilo hudumu kwa siku kadhaa,positive
334,sauti iliyo wazi sana na si lazima iharibu sauti yako kwenye kifaa cha kupigia muziki baada ya kuwa na vibonyezo vya sauti kichwani,positive
335,betri ya muda mrefu ambayo huhitaji kuiingiza tena mara nyingi kama baadhi ya simu za flip,negative
336,kwa wazi kuna tatizo katika gundi,negative
337,kutamauka sana,negative
338,ilikuwa kipande cha bei nafuu lakini bado ningetazamia ubora zaidi,negative
339,ni kazi bure kabisa na haikuongeza kitia moyo chochote kwenye mapokezi yangu baada ya mimi kuinunua,negative
340,ubora bora kabisa wa sauti,positive
341,hakuwa na furaha,negative
342,kipande cha takataka kilichokatika baada ya kuwa kwenye simu kwa siku,negative
343,betri mpya hufanya kazi nyingi katika simu,positive
344,huduma za wateja zilizo mbaya zaidi,negative
345,kuangusha simu yangu mara nyingi zaidi ya vile ninavyoweza kusema hata kwenye saruji na simu yangu bado inagonga sana mbao,positive
346,karamu ni mbaya sana na imejaa tuli,negative
347,ubora wa sauti,positive
348,kifaa hiki kidogo kimebadili uwezo wangu wa kitengenezo na kufanya maisha yangu yawe rahisi zaidi,positive
349,mimi nilikuwa nimeketi ndani ya gari langu huku kitanda kikiwa juu ya mshipi wangu na kichwa kikipoteza ishara,negative
350,zilipigwa kwa ghafula kwenye simu,negative
351,hufanya kazi kama hirizi inayotangazwa,positive
352,maisha mazuri ya betri,positive
353,habari zao katika los angerea ni mbaya sana,negative
354,kibonyezo kizuri kisicho na waya,negative
355,chaguo la kikuza sauti ni kubwa sana kwa taa hizo kuwa zenye kuvutia sana,negative
356,jambo pekee ambalo nafikiri lingeweza kuboresha ni sauti inayotoka kwenye kichwa,negative
357,kwanza kutoka kwenye vidimbwi vya kupangusia maji ni hajawahi kamwe kuwa na zaidi ya baa,negative
358,simu huwa moto sana,negative
359,maikrofoni pia hufanya kazi vizuri lakini kwa mujibu wa watu nimeita inarembesha kila kitu,positive
360,ubuni na ubora mzuri,positive
361,pia ikiwa simu yako inaangushwa kesi hii haitaihifadhi inapoangushwa chini,negative
362,ni rahisi kutumia na kupokea na kupitisha kwa urahisi sana,positive
363,njia isiyofaa ni kubwa mno,negative
364,haikuwa nzuri kama miaka yangu ya,positive
365,kifaa chenye kutisha,positive
366,kutumia pesa vibaya,negative
367,nilikuwa nimeagiza kebo ya data ya motaola imalizike sana na bidhaa ya kufanyia kazi,positive
368,penda simu hii,positive
369,nilikuwa nikitafuta kifaa hiki kwa muda mrefu na sasa kwa kuwa kikuza sauti hicho kingeweza kuwa chenye furaha zaidi,positive
370,nikiwa mgonjwa na kichwa changu kianzapo kulia bila sababu,negative
371,picha ni bora na kamera ni nzuri kama ile ya mwaka huo,positive
372,maisha ya betri ni mazuri pia,positive
373,ile simu mbaya zaidi iliyowahi kupatikana ilikuwa na simu hiyo kwa miezi michache tu,negative
374,si kitu kizuri kilichofanya kazi kwa muda fulani kisha kikaanza kuwa na matatizo katika mashine yangu ya kubadili mashine,negative
375,haya ni maneno yanayokera sana na pia yanaumiza masikio yangu kama ninajaribu kusukuma sikio ndani ya sikio langu,negative
376,inalinda simu kila upande,positive
377,hii ni simu ya wastani yenye mfumo dhaifu wa betri,negative
378,anga lisilo na mawingu huita urefu wa muda mrefu wa maisha ya betri,positive
379,teknolojia ya soyoy hunyonya,negative
380,kifaa cha mkononi bila malipo,positive
381,unaweza hata kupiga picha za nje zikiwa baridi sana,positive
382,tatizo sawa na lile ambalo wengine wametaja,negative
383,baada ya kujaribu vifaa vingi visivyotumia umeme hiki ndicho hatimaye hufanya kazi vizuri,positive
384,msaada wa kimzungu,positive
385,kipande kilicho kibaya zaidi kilichowahi kufanywa pamoja na huduma ya wateja ya verizon,negative
386,sifa mbaya ya sauti,negative
387,simu bora zaidi sokoni,positive
388,ilikuwa na matokeo sana,positive
389,kampuni ilisafirisha bidhaa zangu upesi sana na kufanya kazi vizuri,positive
390,hasa nilichotaka,positive
391,azimio la picha liko chini sana ya kile ambacho simu nyingine zenye kulinganishwa zinatoa leo,negative
392,hakika huku bila ya shaka ndiko kufuzu kukubwa,positive
393,bidhaa bora kabisa ambayo nimeridhika sana na ununuzi,positive
394,nawapendekezea watu hawa na kuwatia moyo wajaribu,positive
395,ni bora kuliko hayo mnayo yatarajia,positive
396,kwa kutumia vifaa vyote vya masikio kushoto au kulia jambo hili halitabaki kwenye sikio langu,negative
397,bidhaa na bei kubwa,positive
398,yasikika kuwa yenye bei ya kiasi na yenye matokeo kwa kadiri hiyo rahisi,positive
399,bado anasubiri kwa uhakika kwamba kitu hiki kitafanya kazi vizuri kama nitakavyopata kukirekebisha,negative
400,hilo ni jambo lenye kuvunja moyo sana,negative
401,utumishi wa haraka sana,positive
402,bidhaa bora kabisa kwa bei,positive
403,amependezwa sana na picha hii ya kichwa,positive
404,usipoteze pesa na wakati wako,negative
405,ninapenda hasa maisha marefu ya betri,positive
406,yake ya kipumbavu sana ili kulazimika kuendelea kununua waendesha magari wapya vibebeo vya vifaa vya kuchezea masikioni na vifaa vya gari kila wakati simu mpya inapotolewa,negative
407,ni kazi kubwa,positive
408,bidhaa bora zaidi za rangi ya bluu,positive
409,imekuja kutoka verizon kwa sababu cingulair ana simu nzuri zaidi za mkononi kitu cha kwanza nilichoona ni huduma mbaya kwelikweli,negative
410,mgonjwa anatafuta kifaa kipya cha sikio,negative
411,ipendekeza sana kifaa hiki kwa kila mtu,positive
412,enzi ya taya ni yenye kutisha pia,positive
413,tulipata betri nyeupe ya rangi ambayo hufa baada ya saa mbili za awali kutumiwa kwa juma moja lakini bado hudumu kwa muda mrefu kuliko mahali pa kuishi,negative
414,baada ya mwaka mmoja betri ilikufa kabisa kichwani mwangu,negative
415,nimetumia simu kadhaa kwa miaka miwili lakini hii ndiyo bora zaidi,positive
416,utafutaji mpya wenye kustaajabisha wa vuli ya,positive
417,hii ndiyo simu ya kwanza kutengenezwa kwa bei rahisi sana,negative
418,si vizuri kusikia sauti chafu na ni lazima upige mayowe unapozungumza,negative
419,plastiki hukatika kwa urahisi sana kwenye kipande hiki,negative
420,bei ni nzuri pia,positive
421,usifanye kosa hilohilo,negative
422,oh na nilisahau pia kutaja athari ya ajabu ya rangi hiyo kwenye simu yako,negative
423,na zinazo kwenda kwa wepesi,positive
424,pia eneo ambamo kikosi changu kilivunjika halipendeki sana ile kamba ya sumaku,negative
425,kwa ujumla mimi huwa na nia ya kuwa na simu ambayo ina miadi yangu yote na mawasiliano yangu na kupokea ukaribishaji mkubwa,positive
426,kila kitu kwenye simu kinafanya kazi kikamilifu,positive
427,habari nyingine kuhusu sura hii ya simu ni kwamba kwa kweli huonekana kama bland hasa katika namna zote nyeusi,negative
428,kwa kweli ni rahisi zaidi kwake,positive
429,sanyo ameokoka maporomoko mengi ya maji kwenye paa nyeusi bila athari mbaya,positive
430,vipaza sauti vyenye kuvutia vya sikio,positive
431,linapata simu yangu ya mkononi mara tu niingiapo ndani ya gari,positive
432,paper size,negative
433,napendekeza sana simu hii ya mkononi yenye bei ya juu,positive
434,lakini unapata furaha na uwazi zaidi kuliko simu yoyote ile iliyokuwa nayo awali,positive
435,onyo litoweke,negative
436,laiti ningerudisha fomu hiyo na kurudisha pesa zangu,negative
437,kifaa kidogo hufanya kazi nyingi sana,positive
438,nilikuwa nikiizungumzia kwa muda wa saa na betri ingekaushwa kihalisi na kufa,negative
439,kama huoni jambo hilo kuwa baya sana kwa kuwa tena kiungo hicho huja na sikio moja tu lisiloweza kupendekeza hilo kwa mtu yeyote,negative
440,aliudhika sana,negative
441,huenda nimerithi kasoro lakini hatungeweza kuinunua tena kwa sababu ya ubora wa jengo pekee,negative
442,walifanya kesi hii iwe ndogo sana na ni ngumu sana kuweka,negative
443,nilirudisha simu yangu kwa ajili ya maonyesho mapya,positive
444,ningependekeza ninunue mfululizo wa jabra jax ambao hufanya kazi bila dosari pamoja na moto q,positive
445,niliipekua mtandao wa intaneti na kupata kwamba hii ndiyo thamani bora zaidi,positive
446,halifai,negative
447,nimefurahia sana bidhaa hiyo,positive
448,ukubwa wa kiwambo ni wa sehemu ya juu iliyo pana iliyo na taa za kutosha na ubora wa kamera ni bora sana kwa simu ya kamera,positive
449,hapa hakuna jambo lolote baya ninaloweza kusema kuhusu kichwa hiki,negative
450,ifurahie sana kupata bidhaa hii kwenye amazon ni vigumu kuipata ikiwa imeuzwa kwa bei ya juu,positive
451,kubebeka na kufanya kazi vizuri,positive
452,mfanyakazi mwenzangu ninapata pesa kidogo sana kwa ajili ya mapokezi lakini onyesho ni zuri sana,positive
453,hata niliipindua kabisa kabla ya mimi kwenda kulala na kung oa jino la buluu na wfi na kugundua kwamba lilikuwa na sehemu tu iliyosalia asubuhi,negative
454,pia ove alikuwa na matatizo na simu ikisoma kadi ya kumbukumbu ambayo sikuzote mimi huizima kisha huizima tena,negative
455,si nzuri unapovaa kofia au miwani ya jua,negative
456,bidhaa zilizosafirishwa kwa wakati unaofaa na zilizo bora,positive
457,keyboard label,positive
458,imetengenezwa vizuri sana na hufaana kabisa na gx yangu,positive
459,simu mbaya sana,negative
460,sehemu isiyo na betri,negative
461,tungeyapendekeza kwa wengine,positive
462,punguza programu za kompyuta kwa kutumia kompyuta yangu,negative
463,alivunjika moyo,negative
464,sauti mbaya iliyo wazi,negative
465,betri hufanya kazi nyingi sana,positive
466,hawatoi wanunuzi wenye majuto juu ya hili,negative
467,amekatishwa tamaa sana kwa kutumia kiseyeye,negative
468,nagundua kuwa hii haina udhuru na hivyo labda itarudisha simu hii na labda kubadili wabebaji,negative
469,mwenye sura nzuri na mwenye nguvu,positive
470,nilikuwa na huduma ya gari kwa miaka au sasa na ninaifurahia sana,positive
471,utaratibu wa kuweka habari mpya ni mgumu na wenye kuchosha,negative
472,kukatishwa tamaa na chuki yoyote inayoingia katika sikio langu,negative
473,programu muhimu za kuendesha motabolas,positive
474,safari hiyo ilichukua muda mrefu,positive
475,ni rahisi sana kutumia,positive
476,kutostarehe katika sikio usitumie kwa kutumia lug vx env,negative
477,kiasi cha sauti kikirushwa kutoka kwenye kizio hicho hadi mahali ambapo hapajulikani,negative
478,lina shtaka kwa muda mrefu ni lenye kustarehesha chini ya hali ndefu za kuvaa na ubora wa sauti ni mkubwa sana,positive
479,zinazo kwenda kisha zikajificha,negative
480,kibodi inafaa sana na ni imara vya kutosha kutotarajia matatizo yoyote,positive
481,hata hivyo ni vigumu kuelewa gharama za veriz hata ingawa mipango yao ya kwanza ni sahili,negative
482,baada ya kutumia betri hizo usiku kucha kunakuwa na matokeo makubwa,positive
483,ndio sasa tena na nyinyi mlikuwa mkiihimiza,positive
484,ninaipenda simu hii,positive
485,hali ya kukata tamaa,negative
486,si mtumiaji mwenye urafiki,negative
487,kwa kusikitisha uwezo wa kujua hasa unapokea simu ni jambo la maana sana na simu hii ni yenye kusikitisha kwa habari hiyo,negative
488,kisha nikabadilishana simu ileile hata ile iliyokuwa na tatizo hilohilo,negative
489,hii hutokeza simu ikiwa imekwama kwenye sohani au bubu,negative
490,miamba hii ya pida,positive
491,ni kubwa mno kuweza kutumiwa kama kifaa kidogo chenye umbo la mvyauso na chenye ubora wa hali ya juu katika sehemu hizo,positive
492,bila shaka ningependekeza jabra bt v kwa ajili ya wale wanaotafuta faraja na bei kubwa,positive
493,nilikuwa na verizon miaka iliyopita na nilifurahia sana utumishi wao,positive
494,sehemu maridadi ya takataka,negative
495,uzi wa kuunganisha vitu ulikuwa na ukubwa usiofaa,negative
496,hufanya kazi kama inavyoelezwa,positive
497,isipo kuwa fedha zenu na mali zenu kwa miezi sasa,negative
498,nunua vitu vibaya,negative
499,likiwa limeridhika,positive
500,kelele ya bose kufuta ni ya kustaajabisha sana kwa mpita njia,positive
501,hakika betri hii ina faida kubwa,positive
502,sipsi yenye kasoro,negative
503,laiti nisingeli mfanya fulani kuwa nyota,negative
504,imevaa miwani na inafaa pamoja nayo,positive
505,ubora wa kifaa hicho haukubaliki ikiwa uko katika eneo tulivu sana ukaribialo kusikia chochote,negative
506,singependekeza kitu hiki kwa mtu yeyote,negative
507,holi iliyowasili haikulingana na ile picha katika tangazo,negative
508,matatizo makubwa sana,positive
509,kama vile pitiaji la awali lililoonekana katika chombo hiki na hakuna chochote kinachotendeka,negative
510,picha hii ya simu ya chura inavutia sana na inavutia sana,positive
511,hujui kamwe ikiwa uliisukuma kwa nguvu vya kutosha au kwa wakati ufaao kwa ajili ya kazi unayotaka au usiyotaka,negative
512,sauti iko wazi na watu wanaizungumzia wanashangazwa na sifa hiyo pia,positive
513,nilinunua kisanduku cha alumini kwa ajili ya shoka langu jipya la mnazi na kilikuwa kimefanya kazi vizuri kweli kweli kweli kimelinda mkono wangu hadi sasa,positive
514,bidhaa nzuri sana iliyotengenezwa vizuri,positive
515,ni lazima vifaa vya simu za mkononi viwepo,positive
516,nimevutiwa sana na kazi iliyofanywa na burola kwa nguvu za simu hii,positive
517,nilipokea amri zangu vizuri ndani ya wakati wa usafirishaji wa kila kitu kilikuwa na utaratibu mzuri wa kazi na kwa ujumla mimi husisimuka sana kuwa na chanzo hiki,positive
518,simu ni imara na haiwezi kupenya maji,positive
519,sipendezwi na jambo hili na nisingependekeza kitu hiki kwa mtu yeyote,negative
520,lalamiko langu pekee ni lile kiasi cha sauti cha kiwango cha chini hata kinapotolewa hadi,negative
521,shukrani kwa amazon kwa kuwa na vitu ambavyo ni vya lazima kwa ajili ya bei nzuri,positive
522,kisha ninaisukuma kwenye ukingo wa suruali au mifuko yangu ya nyuma,positive
523,ilinibidi kwenda dukani na kununua simu mpya ya nokia ambayo inafanya kazi vizuri,positive
524,ni kazi kubwa,positive
525,sura mbaya kwelikweli,negative
526,ilinibidi kubadilisha mara,negative
527,ngao ya kelele haiwezi kubadilishwa,positive
528,hakuna maendeleo halisi,negative
529,rundo zuri la betri,positive
530,endeleza kazi nzuri ya amazon,positive
531,nao huku wanazuia msaada,negative
532,kwa kusikitisha ni rahisi kwao kuwagusa bila kukusudia kwa vifungo vya kugusa gusa kwa wororo ukigusa simu usoni mwako bila kukusudia unaposikiliza,negative
533,kwa hiyo kwa msingi nilitupa pesa zangu nje ya dirisha bila kitu,negative
534,kesi kubwa na bei,positive
535,kilichochukua tu kilikuwa tone moja kutoka sentimeta hivi juu ya meza ya jikoni na kilipasuka vunjika hakivutii na sicheki,negative
536,tarehe ya buluu ni nzuri siku chache zilizopita niliiacha simu yangu ndani ya buti nikapiga simu na kuendeleza mazungumzo bila kamba,positive
537,safu ndogo maridadi yenye kupendeza iliyo na nafasi ya kutosha ya kuhifadhi vitu,positive
538,sikio huingiza sauti moja kwa moja ndani ya sikio lako na huonekana kuongeza sauti na uwazi,positive
539,hakuna hata moja ya mambo mapya ambayo yamepata kufanya kazi vizuri,negative
540,nafurahi kwamba iinunue,positive
541,ziara nyingi ambazo hazijatimizwa kwa sababu hiyo,negative
542,labda simu yangu ina kasoro lakini watu hawawezi kunisikia ninapoitumia,negative
543,usinunue bidhaa hii,negative
544,kunyonya sehemu kubwa ya bidhaa hiyo hakufanyi kazi kwa simu yangu,negative
545,kutobadilika badilika kwa hata kuropoka hakungeweza kuwa na furaha zaidi kwa mtoto wangu mpya kwa sababu ya droid,positive
546,programu zilizo mbaya zaidi zilizowahi kutumiwa ikiwa ningezipa nyota hizi sufuri,negative
547,kujaribu kuwatembelea watu hao ni mazoezi ya kufadhaika,negative
548,hicho kisa ni kipande dhaifu cha plastiki na hakina ulinzi wowote wa mbele au wa kando,negative
549,nilikuwa na kifaa cha kuchezea cha jambara na nilifurahia sana lakini ubora wa sauti ambao hasa ulikuwa ukitokeza sauti hiyo ni bora zaidi,positive
550,naipenda kamera sifa yake nzuri sana,positive
551,asanteni kwa utumishi huo mkubwa,positive
552,kabati lake lote,positive
553,muuzaji ni mwenye uelewevu sana na mwenye subira ni lazima ninunue kutoka kwao tena,positive
554,ninampa waya nyota atawasiliana na kingularatt na kuwajulisha zoea hilo,negative
555,unao babua ngozi ya kichwa,negative
556,bidhaa kubwa kwa bei,positive
557,nimenunua vitu hivyo kwa ajili ya familia na marafiki na wote wanafurahia jinsi wanavyovitumia kwa njia rahisi na yenye kueleweka,positive
558,miamba hii midogo isiyo na waya na pia simu hii ya bei rahisi,positive
559,hakuna kitabu chochote kinachofanya kazi ambacho hakinunui,negative
560,sauti ya chini yenye matope na kibweta kilichozungushwa na waya kilikuwa na nguvu nyingi sana na kiliteleza,negative
561,tafadhali usipoteze pesa zako,negative
562,wote wakitosheka na ununuzi huu,positive
563,ikiwa unatafuta kifaa bora cha kuchorea cha burola endelea kukitazama,negative
