Unnamed: 0,text,labels,tokens,corrected_tokens
511,hujui kamwe ikiwa uliisukuma kwa nguvu vya kutosha au kwa wakati ufaao kwa ajili ya kazi unayotaka au usiyotaka,negative,"['hujui', 'kamwe', 'ikiwa', 'uliisukuma', 'kwa', 'nguvu', 'vya', 'kutosha', 'au', 'kwa', 'wakati', 'ufaao', 'kwa', 'ajili', 'ya', 'kazi', 'unayotaka', 'au', 'usiyotaka']","['hujui', 'kamwe', 'ikiwa', 'uliisukuma', 'kwa', 'nguvu', 'vya', 'kutosha', 'au', 'kwa', 'wakati', 'ufaao', 'kwa', 'ajili', 'ya', 'kazi', 'unayotaka', 'au', 'usiyotaka']"
512,sauti iko wazi na watu wanaizungumzia wanashangazwa na sifa hiyo pia,positive,"['sauti', 'iko', 'wazi', 'na', 'watu', 'wanaizungumzia', 'wanashangazwa', 'na', 'sifa', 'hiyo', 'pia']","['sauti', 'iko', 'wazi', 'na', 'watu', 'wanaizungumzia', 'wanashangazwa', 'na', 'sifa', 'hiyo', 'pia']"
513,"Nilinunua kisanduku cha alumini kwa ajili ya shoka langu jipya la mnazi na kilikuwa kimefanya kazi vizuri kweli kweli kweli, kimelinda mkono wangu hadi sasa",positive,"['nilinunua', 'kisanduku', 'cha', 'alumini', 'kwa', 'ajili', 'ya', 'shoka', 'langu', 'jipya', 'la', 'mnazi', 'na', 'kilikuwa', 'kimefanya', 'kazi', 'vizuri', 'kweli', 'kweli', 'kweli', 'kimelinda', 'mkono', 'wangu', 'hadi', 'sasa']","['nilinunua', 'kisanduku', 'cha', 'alumini', 'kwa', 'ajili', 'ya', 'shoka', 'langu', 'jipya', 'la', 'mnazi', 'na', 'kilikuwa', 'kimefanya', 'kazi', 'vizuri', 'kweli', 'kweli', 'kweli', 'kimelinda', 'mkono', 'wangu', 'hadi', 'sasa']"
514,Bidhaa nzuri sana iliyotengenezwa vizuri,positive,"['bidhaa', 'nzuri', 'sana', 'iliyotengenezwa', 'vizuri']","['bidhaa', 'nzuri', 'sana', 'iliyotengenezwa', 'vizuri']"
515,Ni lazima vifaa vya simu za mkononi viwepo,positive,"['ni', 'lazima', 'vifaa', 'vya', 'simu', 'za', 'mkononi', 'viwepo']","['ni', 'lazima', 'vifaa', 'vya', 'simu', 'za', 'mkononi', 'viwepo']"
516,Nimevutiwa sana na kazi iliyofanywa na burola kwa nguvu za simu hii,positive,"['nimevutiwa', 'sana', 'na', 'kazi', 'iliyofanywa', 'na', 'burola', 'kwa', 'nguvu', 'za', 'simu', 'hii']","['nimevutiwa', 'sana', 'na', 'kazi', 'iliyofanywa', 'na', 'burola', 'kwa', 'nguvu', 'za', 'simu', 'hii']"
517,Nilipokea amri zangu vizuri ndani ya wakati wa usafirishaji wa kila kitu kilikuwa na utaratibu mzuri wa kazi na kwa ujumla mimi husisimuka sana kuwa na chanzo hiki,positive,"['nilipokea', 'amri', 'zangu', 'vizuri', 'ndani', 'ya', 'wakati', 'wa', 'usafirishaji', 'wa', 'kila', 'kitu', 'kilikuwa', 'na', 'utaratibu', 'mzuri', 'wa', 'kazi', 'na', 'kwa', 'ujumla', 'mimi', 'husisimuka', 'sana', 'kuwa', 'na', 'chanzo', 'hiki']","['nilipokea', 'amri', 'zangu', 'vizuri', 'ndani', 'ya', 'wakati', 'wa', 'usafirishaji', 'wa', 'kila', 'kitu', 'kilikuwa', 'na', 'utaratibu', 'mzuri', 'wa', 'kazi', 'na', 'kwa', 'ujumla', 'mimi', 'husisimuka', 'sana', 'kuwa', 'na', 'chanzo', 'hiki']"
518,simu ni imara na haiwezi kupenya maji,positive,"['simu', 'ni', 'imara', 'na', 'haiwezi', 'kupenya', 'maji']","['simu', 'ni', 'imara', 'na', 'haiwezi', 'kupenya', 'maji']"
519,Sipendezwi na jambo hili na nisingependekeza kitu hiki kwa mtu yeyote,negative,"['sipendezwi', 'na', 'jambo', 'hili', 'na', 'nisingependekeza', 'kitu', 'hiki', 'kwa', 'mtu', 'yeyote']","['sipendezwi', 'na', 'jambo', 'hili', 'na', 'nisingependekeza', 'kitu', 'hiki', 'kwa', 'mtu', 'yeyote']"
520,lalamiko langu pekee ni lile kiasi cha sauti cha kiwango cha chini hata kinapotolewa hadi 5% 5,negative,"['lalamiko', 'langu', 'pekee', 'ni', 'lile', 'kiasi', 'cha', 'sauti', 'cha', 'kiwango', 'cha', 'chini', 'hata', 'kinapotolewa', 'hadi']","['lalamiko', 'langu', 'pekee', 'ni', 'lile', 'kiasi', 'cha', 'sauti', 'cha', 'kiwango', 'cha', 'chini', 'hata', 'kinapotolewa', 'hadi']"
521,Shukrani kwa amazon kwa kuwa na vitu ambavyo ni vya lazima kwa ajili ya bei nzuri,positive,"['shukrani', 'kwa', 'amazon', 'kwa', 'kuwa', 'na', 'vitu', 'ambavyo', 'ni', 'vya', 'lazima', 'kwa', 'ajili', 'ya', 'bei', 'nzuri']","['shukrani', 'kwa', 'amazon', 'kwa', 'kuwa', 'na', 'vitu', 'ambavyo', 'ni', 'vya', 'lazima', 'kwa', 'ajili', 'ya', 'bei', 'nzuri']"
522,Kisha ninaisukuma kwenye ukingo wa suruali au mifuko yangu ya nyuma,positive,"['kisha', 'ninaisukuma', 'kwenye', 'ukingo', 'wa', 'suruali', 'au', 'mifuko', 'yangu', 'ya', 'nyuma']","['kisha', 'ninaisukuma', 'kwenye', 'ukingo', 'wa', 'suruali', 'au', 'mifuko', 'yangu', 'ya', 'nyuma']"
523,Ilinibidi kwenda dukani na kununua simu mpya ya nokia ambayo inafanya kazi vizuri,positive,"['ilinibidi', 'kwenda', 'dukani', 'na', 'kununua', 'simu', 'mpya', 'ya', 'nokia', 'ambayo', 'inafanya', 'kazi', 'vizuri']","['ilinibidi', 'kwenda', 'dukani', 'na', 'kununua', 'simu', 'mpya', 'ya', 'nokia', 'ambayo', 'inafanya', 'kazi', 'vizuri']"
524,ni kazi kubwa,positive,"['ni', 'kazi', 'kubwa']","['ni', 'kazi', 'kubwa']"
525,sura mbaya kwelikweli,negative,"['sura', 'mbaya', 'kwelikweli']","['sura', 'mbaya', 'kwelikweli']"
526,Ilinibidi kubadilisha mara 3,negative,"['ilinibidi', 'kubadilisha', 'mara']","['ilinibidi', 'kubadilisha', 'mara']"
527,Ngao ya kelele haiwezi kubadilishwa,positive,"['ngao', 'ya', 'kelele', 'haiwezi', 'kubadilishwa']","['ngao', 'ya', 'kelele', 'haiwezi', 'kubadilishwa']"
528,Hakuna maendeleo halisi,negative,"['hakuna', 'maendeleo', 'halisi']","['hakuna', 'maendeleo', 'halisi']"
529,Rundo zuri la betri,positive,"['rundo', 'zuri', 'la', 'betri']","['rundo', 'zuri', 'la', 'betri']"
530,Endeleza kazi nzuri ya amazon,positive,"['endeleza', 'kazi', 'nzuri', 'ya', 'amazon']","['endeleza', 'kazi', 'nzuri', 'ya', 'amazon']"
531,Nao huku wanazuia msaada.,negative,"['nao', 'huku', 'wanazuia', 'msaada']","['nao', 'huku', 'wanazuia', 'msaada']"
532,Kwa kusikitisha ni rahisi kwao kuwagusa bila kukusudia kwa vifungo vya kugusa - gusa kwa wororo ukigusa simu usoni mwako bila kukusudia unaposikiliza,negative,"['kwa', 'kusikitisha', 'ni', 'rahisi', 'kwao', 'kuwagusa', 'bila', 'kukusudia', 'kwa', 'vifungo', 'vya', 'kugusa', 'gusa', 'kwa', 'wororo', 'ukigusa', 'simu', 'usoni', 'mwako', 'bila', 'kukusudia', 'unaposikiliza']","['kwa', 'kusikitisha', 'ni', 'rahisi', 'kwao', 'kuwagusa', 'bila', 'kukusudia', 'kwa', 'vifungo', 'vya', 'kugusa', 'gusa', 'kwa', 'wororo', 'ukigusa', 'simu', 'usoni', 'mwako', 'bila', 'kukusudia', 'unaposikiliza']"
533,kwa hiyo kwa msingi nilitupa pesa zangu nje ya dirisha bila kitu,negative,"['kwa', 'hiyo', 'kwa', 'msingi', 'nilitupa', 'pesa', 'zangu', 'nje', 'ya', 'dirisha', 'bila', 'kitu']","['kwa', 'hiyo', 'kwa', 'msingi', 'nilitupa', 'pesa', 'zangu', 'nje', 'ya', 'dirisha', 'bila', 'kitu']"
534,Kesi kubwa na bei,positive,"['kesi', 'kubwa', 'na', 'bei']","['kesi', 'kubwa', 'na', 'bei']"
535,Kilichochukua tu kilikuwa tone moja kutoka sentimeta 6 hivi juu ya meza ya jikoni na kilipasuka - vunjika hakivutii na sicheki,negative,"['kilichochukua', 'tu', 'kilikuwa', 'tone', 'moja', 'kutoka', 'sentimeta', 'hivi', 'juu', 'ya', 'meza', 'ya', 'jikoni', 'na', 'kilipasuka', 'vunjika', 'hakivutii', 'na', 'sicheki']","['kilichochukua', 'tu', 'kilikuwa', 'tone', 'moja', 'kutoka', 'sentimeta', 'hivi', 'juu', 'ya', 'meza', 'ya', 'jikoni', 'na', 'kilipasuka', 'vunjika', 'hakivutii', 'na', 'sicheki']"
536,Tarehe ya buluu ni nzuri siku chache zilizopita niliiacha simu yangu ndani ya buti nikapiga simu na kuendeleza mazungumzo bila kamba,positive,"['tarehe', 'ya', 'buluu', 'ni', 'nzuri', 'siku', 'chache', 'zilizopita', 'niliiacha', 'simu', 'yangu', 'ndani', 'ya', 'buti', 'nikapiga', 'simu', 'na', 'kuendeleza', 'mazungumzo', 'bila', 'kamba']","['tarehe', 'ya', 'buluu', 'ni', 'nzuri', 'siku', 'chache', 'zilizopita', 'niliiacha', 'simu', 'yangu', 'ndani', 'ya', 'buti', 'nikapiga', 'simu', 'na', 'kuendeleza', 'mazungumzo', 'bila', 'kamba']"
537,Safu ndogo maridadi yenye kupendeza iliyo na nafasi ya kutosha ya kuhifadhi vitu,positive,"['safu', 'ndogo', 'maridadi', 'yenye', 'kupendeza', 'iliyo', 'na', 'nafasi', 'ya', 'kutosha', 'ya', 'kuhifadhi', 'vitu']","['safu', 'ndogo', 'maridadi', 'yenye', 'kupendeza', 'iliyo', 'na', 'nafasi', 'ya', 'kutosha', 'ya', 'kuhifadhi', 'vitu']"
538,sikio huingiza sauti moja kwa moja ndani ya sikio lako na huonekana kuongeza sauti na uwazi,positive,"['sikio', 'huingiza', 'sauti', 'moja', 'kwa', 'moja', 'ndani', 'ya', 'sikio', 'lako', 'na', 'huonekana', 'kuongeza', 'sauti', 'na', 'uwazi']","['sikio', 'huingiza', 'sauti', 'moja', 'kwa', 'moja', 'ndani', 'ya', 'sikio', 'lako', 'na', 'huonekana', 'kuongeza', 'sauti', 'na', 'uwazi']"
539,Hakuna hata moja ya mambo mapya ambayo yamepata kufanya kazi vizuri,negative,"['hakuna', 'hata', 'moja', 'ya', 'mambo', 'mapya', 'ambayo', 'yamepata', 'kufanya', 'kazi', 'vizuri']","['hakuna', 'hata', 'moja', 'ya', 'mambo', 'mapya', 'ambayo', 'yamepata', 'kufanya', 'kazi', 'vizuri']"
540,Nafurahi kwamba iinunue,positive,"['nafurahi', 'kwamba', 'iinunue']","['nafurahi', 'kwamba', 'iinunue']"
541,Ziara nyingi ambazo hazijatimizwa kwa sababu hiyo,negative,"['ziara', 'nyingi', 'ambazo', 'hazijatimizwa', 'kwa', 'sababu', 'hiyo']","['ziara', 'nyingi', 'ambazo', 'hazijatimizwa', 'kwa', 'sababu', 'hiyo']"
542,Labda simu yangu ina kasoro lakini watu hawawezi kunisikia ninapoitumia,negative,"['labda', 'simu', 'yangu', 'ina', 'kasoro', 'lakini', 'watu', 'hawawezi', 'kunisikia', 'ninapoitumia']","['labda', 'simu', 'yangu', 'ina', 'kasoro', 'lakini', 'watu', 'hawawezi', 'kunisikia', 'ninapoitumia']"
543,Usinunue bidhaa hii,negative,"['usinunue', 'bidhaa', 'hii']","['usinunue', 'bidhaa', 'hii']"
544,Kunyonya sehemu kubwa ya bidhaa hiyo hakufanyi kazi kwa simu yangu,negative,"['kunyonya', 'sehemu', 'kubwa', 'ya', 'bidhaa', 'hiyo', 'hakufanyi', 'kazi', 'kwa', 'simu', 'yangu']","['kunyonya', 'sehemu', 'kubwa', 'ya', 'bidhaa', 'hiyo', 'hakufanyi', 'kazi', 'kwa', 'simu', 'yangu']"
545,Kutobadilika - badilika kwa hata kuropoka hakungeweza kuwa na furaha zaidi kwa mtoto wangu mpya kwa sababu ya droid,positive,"['kutobadilika', 'badilika', 'kwa', 'hata', 'kuropoka', 'hakungeweza', 'kuwa', 'na', 'furaha', 'zaidi', 'kwa', 'mtoto', 'wangu', 'mpya', 'kwa', 'sababu', 'ya', 'droid']","['kutobadilika', 'badilika', 'kwa', 'hata', 'kuropoka', 'hakungeweza', 'kuwa', 'na', 'furaha', 'zaidi', 'kwa', 'mtoto', 'wangu', 'mpya', 'kwa', 'sababu', 'ya', 'droid']"
546,Programu zilizo mbaya zaidi zilizowahi kutumiwa ikiwa ningezipa nyota hizi sufuri,negative,"['programu', 'zilizo', 'mbaya', 'zaidi', 'zilizowahi', 'kutumiwa', 'ikiwa', 'ningezipa', 'nyota', 'hizi', 'sufuri']","['programu', 'zilizo', 'mbaya', 'zaidi', 'zilizowahi', 'kutumiwa', 'ikiwa', 'ningezipa', 'nyota', 'hizi', 'sufuri']"
547,Kujaribu kuwatembelea watu hao ni mazoezi ya kufadhaika,negative,"['kujaribu', 'kuwatembelea', 'watu', 'hao', 'ni', 'mazoezi', 'ya', 'kufadhaika']","['kujaribu', 'kuwatembelea', 'watu', 'hao', 'ni', 'mazoezi', 'ya', 'kufadhaika']"
548,Hicho kisa ni kipande dhaifu cha plastiki na hakina ulinzi wowote wa mbele au wa kando,negative,"['hicho', 'kisa', 'ni', 'kipande', 'dhaifu', 'cha', 'plastiki', 'na', 'hakina', 'ulinzi', 'wowote', 'wa', 'mbele', 'au', 'wa', 'kando']","['hicho', 'kisa', 'ni', 'kipande', 'dhaifu', 'cha', 'plastiki', 'na', 'hakina', 'ulinzi', 'wowote', 'wa', 'mbele', 'au', 'wa', 'kando']"
549,Nilikuwa na kifaa cha kuchezea cha jambara na nilifurahia sana lakini ubora wa sauti ambao hasa ulikuwa ukitokeza sauti hiyo ni bora zaidi,positive,"['nilikuwa', 'na', 'kifaa', 'cha', 'kuchezea', 'cha', 'jambara', 'na', 'nilifurahia', 'sana', 'lakini', 'ubora', 'wa', 'sauti', 'ambao', 'hasa', 'ulikuwa', 'ukitokeza', 'sauti', 'hiyo', 'ni', 'bora', 'zaidi']","['nilikuwa', 'na', 'kifaa', 'cha', 'kuchezea', 'cha', 'jambara', 'na', 'nilifurahia', 'sana', 'lakini', 'ubora', 'wa', 'sauti', 'ambao', 'hasa', 'ulikuwa', 'ukitokeza', 'sauti', 'hiyo', 'ni', 'bora', 'zaidi']"
550,Naipenda kamera sifa yake nzuri sana,positive,"['naipenda', 'kamera', 'sifa', 'yake', 'nzuri', 'sana']","['naipenda', 'kamera', 'sifa', 'yake', 'nzuri', 'sana']"
551,Asanteni kwa utumishi huo mkubwa,positive,"['asanteni', 'kwa', 'utumishi', 'huo', 'mkubwa']","['asanteni', 'kwa', 'utumishi', 'huo', 'mkubwa']"
552,Kabati lake lote,positive,"['kabati', 'lake', 'lote']","['kabati', 'lake', 'lote']"
553,muuzaji ni mwenye uelewevu sana na mwenye subira ni lazima ninunue kutoka kwao tena,positive,"['muuzaji', 'ni', 'mwenye', 'uelewevu', 'sana', 'na', 'mwenye', 'subira', 'ni', 'lazima', 'ninunue', 'kutoka', 'kwao', 'tena']","['muuzaji', 'ni', 'mwenye', 'uelewevu', 'sana', 'na', 'mwenye', 'subira', 'ni', 'lazima', 'ninunue', 'kutoka', 'kwao', 'tena']"
554,Ninampa waya 1 nyota atawasiliana na kingularatt na kuwajulisha zoea hilo,negative,"['ninampa', 'waya', 'nyota', 'atawasiliana', 'na', 'kingularatt', 'na', 'kuwajulisha', 'zoea', 'hilo']","['ninampa', 'waya', 'nyota', 'atawasiliana', 'na', 'kingularatt', 'na', 'kuwajulisha', 'zoea', 'hilo']"
555,Unao babua ngozi ya kichwa!,negative,"['unao', 'babua', 'ngozi', 'ya', 'kichwa']","['unao', 'babua', 'ngozi', 'ya', 'kichwa']"
556,Bidhaa kubwa kwa bei,positive,"['bidhaa', 'kubwa', 'kwa', 'bei']","['bidhaa', 'kubwa', 'kwa', 'bei']"
557,Nimenunua vitu hivyo kwa ajili ya familia na marafiki na wote wanafurahia jinsi wanavyovitumia kwa njia rahisi na yenye kueleweka,positive,"['nimenunua', 'vitu', 'hivyo', 'kwa', 'ajili', 'ya', 'familia', 'na', 'marafiki', 'na', 'wote', 'wanafurahia', 'jinsi', 'wanavyovitumia', 'kwa', 'njia', 'rahisi', 'na', 'yenye', 'kueleweka']","['nimenunua', 'vitu', 'hivyo', 'kwa', 'ajili', 'ya', 'familia', 'na', 'marafiki', 'na', 'wote', 'wanafurahia', 'jinsi', 'wanavyovitumia', 'kwa', 'njia', 'rahisi', 'na', 'yenye', 'kueleweka']"
558,Miamba hii midogo isiyo na waya na pia simu hii ya bei rahisi,positive,"['miamba', 'hii', 'midogo', 'isiyo', 'na', 'waya', 'na', 'pia', 'simu', 'hii', 'ya', 'bei', 'rahisi']","['miamba', 'hii', 'midogo', 'isiyo', 'na', 'waya', 'na', 'pia', 'simu', 'hii', 'ya', 'bei', 'rahisi']"
559,Hakuna kitabu chochote kinachofanya kazi ambacho hakinunui,negative,"['hakuna', 'kitabu', 'chochote', 'kinachofanya', 'kazi', 'ambacho', 'hakinunui']","['hakuna', 'kitabu', 'chochote', 'kinachofanya', 'kazi', 'ambacho', 'hakinunui']"
560,Sauti ya chini yenye matope na kibweta kilichozungushwa na waya kilikuwa na nguvu nyingi sana na kiliteleza,negative,"['sauti', 'ya', 'chini', 'yenye', 'matope', 'na', 'kibweta', 'kilichozungushwa', 'na', 'waya', 'kilikuwa', 'na', 'nguvu', 'nyingi', 'sana', 'na', 'kiliteleza']","['sauti', 'ya', 'chini', 'yenye', 'matope', 'na', 'kibweta', 'kilichozungushwa', 'na', 'waya', 'kilikuwa', 'na', 'nguvu', 'nyingi', 'sana', 'na', 'kiliteleza']"
561,Tafadhali usipoteze pesa zako,negative,"['tafadhali', 'usipoteze', 'pesa', 'zako']","['tafadhali', 'usipoteze', 'pesa', 'zako']"
562,wote wakitosheka na ununuzi huu,positive,"['wote', 'wakitosheka', 'na', 'ununuzi', 'huu']","['wote', 'wakitosheka', 'na', 'ununuzi', 'huu']"
563,Ikiwa unatafuta kifaa bora cha kuchorea cha burola endelea kukitazama,negative,"['ikiwa', 'unatafuta', 'kifaa', 'bora', 'cha', 'kuchorea', 'cha', 'burola', 'endelea', 'kukitazama']","['ikiwa', 'unatafuta', 'kifaa', 'bora', 'cha', 'kuchorea', 'cha', 'burola', 'endelea', 'kukitazama']"
564,"Hata hivyo, wataalamu wa mimea wanaendelea kutumia mbinu hiyohiyo yenye kasoro",negative,"['hata', 'hivyo', 'wataalamu', 'wa', 'mimea', 'wanaendelea', 'kutumia', 'mbinu', 'hiyohiyo', 'yenye', 'kasoro']","['hata', 'hivyo', 'wataalamu', 'wa', 'mimea', 'wanaendelea', 'kutumia', 'mbinu', 'hiyohiyo', 'yenye', 'kasoro']"
565,Matokeo yenye kutofautiana,negative,"['matokeo', 'yenye', 'kutofautiana']","['matokeo', 'yenye', 'kutofautiana']"
566,Muundo mgumu,negative,"['muundo', 'mgumu']","['muundo', 'mgumu']"
567,Jambo kuu lilikuwa kazi nzuri zisizo na matatizo yoyote na wakati ulikuwa mchache kuliko ulivyotazamia,positive,"['jambo', 'kuu', 'lilikuwa', 'kazi', 'nzuri', 'zisizo', 'na', 'matatizo', 'yoyote', 'na', 'wakati', 'ulikuwa', 'mchache', 'kuliko', 'ulivyotazamia']","['jambo', 'kuu', 'lilikuwa', 'kazi', 'nzuri', 'zisizo', 'na', 'matatizo', 'yoyote', 'na', 'wakati', 'ulikuwa', 'mchache', 'kuliko', 'ulivyotazamia']"
568,Bidhaa kubwa,positive,"['bidhaa', 'kubwa']","['bidhaa', 'kubwa']"
569,kipande chake cha kokoto,negative,"['kipande', 'chake', 'cha', 'kokoto']","['kipande', 'chake', 'cha', 'kokoto']"
570,Jambo lililonipata lilikuwa kichwa changu cha nne cha rangi ya buluu na wakati kilikuwa chenye kustarehesha zaidi kuliko jastra yangu ya mwisho ambayo nilichukia,negative,"['jambo', 'lililonipata', 'lilikuwa', 'kichwa', 'changu', 'cha', 'nne', 'cha', 'rangi', 'ya', 'buluu', 'na', 'wakati', 'kilikuwa', 'chenye', 'kustarehesha', 'zaidi', 'kuliko', 'jastra', 'yangu', 'ya', 'mwisho', 'ambayo', 'nilichukia']","['jambo', 'lililonipata', 'lilikuwa', 'kichwa', 'changu', 'cha', 'nne', 'cha', 'rangi', 'ya', 'buluu', 'na', 'wakati', 'kilikuwa', 'chenye', 'kustarehesha', 'zaidi', 'kuliko', 'jastra', 'yangu', 'ya', 'mwisho', 'ambayo', 'nilichukia']"
571,Hilo latatua matatizo yote,positive,"['hilo', 'latatua', 'matatizo', 'yote']","['hilo', 'latatua', 'matatizo', 'yote']"
572,Mbaya zaidi,negative,"['mbaya', 'zaidi']","['mbaya', 'zaidi']"
573,Nina furaha sana,positive,"['nina', 'furaha', 'sana']","['nina', 'furaha', 'sana']"
574,Ilikuwa vigumu kupata mtandao wa intaneti ukipakua alama za mviringo au kufanya kazi yoyote ile,positive,"['ilikuwa', 'vigumu', 'kupata', 'mtandao', 'wa', 'intaneti', 'ukipakua', 'alama', 'za', 'mviringo', 'au', 'kufanya', 'kazi', 'yoyote', 'ile']","['ilikuwa', 'vigumu', 'kupata', 'mtandao', 'wa', 'intaneti', 'ukipakua', 'alama', 'za', 'mviringo', 'au', 'kufanya', 'kazi', 'yoyote', 'ile']"
575,Ni vigumu sana kusikia na sikuzote ninasema nini,negative,"['ni', 'vigumu', 'sana', 'kusikia', 'na', 'sikuzote', 'ninasema', 'nini']","['ni', 'vigumu', 'sana', 'kusikia', 'na', 'sikuzote', 'ninasema', 'nini']"
576,betri haikubaliki kabisa,negative,"['betri', 'haikubaliki', 'kabisa']","['betri', 'haikubaliki', 'kabisa']"
577,Hakika haya ni mambo ya ajabu!,negative,"['hakika', 'haya', 'ni', 'mambo', 'ya', 'ajabu']","['hakika', 'haya', 'ni', 'mambo', 'ya', 'ajabu']"
578,hufanya kila kitu kilichosemwa kingefanya,positive,"['hufanya', 'kila', 'kitu', 'kilichosemwa', 'kingefanya']","['hufanya', 'kila', 'kitu', 'kilichosemwa', 'kingefanya']"
579,Kwa sababu ya tukio hili katika kila ziara i ililazimishwa kuacha kutumia kichwa hiki,negative,"['kwa', 'sababu', 'ya', 'tukio', 'hili', 'katika', 'kila', 'ziara', 'i', 'ililazimishwa', 'kuacha', 'kutumia', 'kichwa', 'hiki']","['kwa', 'sababu', 'ya', 'tukio', 'hili', 'katika', 'kila', 'ziara', 'i', 'ililazimishwa', 'kuacha', 'kutumia', 'kichwa', 'hiki']"
580,hufanya kazi vizuri kwa mtoza - gari hasa ikiwa huwezi kuunganisha viunganishi viwili kwa wakati uleule,positive,"['hufanya', 'kazi', 'vizuri', 'kwa', 'mtoza', 'gari', 'hasa', 'ikiwa', 'huwezi', 'kuunganisha', 'viunganishi', 'viwili', 'kwa', 'wakati', 'uleule']","['hufanya', 'kazi', 'vizuri', 'kwa', 'mtoza', 'gari', 'hasa', 'ikiwa', 'huwezi', 'kuunganisha', 'viunganishi', 'viwili', 'kwa', 'wakati', 'uleule']"
581,Msaada wangu wa tekinolojia ya verizon ulipitia taratibu chache ambazo hakuna yoyote iliyofanya kazi na mwishowe ikanibidi kufanya kazi upya ngumu ya kufuta data zangu zote,negative,"['msaada', 'wangu', 'wa', 'tekinolojia', 'ya', 'verizon', 'ulipitia', 'taratibu', 'chache', 'ambazo', 'hakuna', 'yoyote', 'iliyofanya', 'kazi', 'na', 'mwishowe', 'ikanibidi', 'kufanya', 'kazi', 'upya', 'ngumu', 'ya', 'kufuta', 'data', 'zangu', 'zote']","['msaada', 'wangu', 'wa', 'tekinolojia', 'ya', 'verizon', 'ulipitia', 'taratibu', 'chache', 'ambazo', 'hakuna', 'yoyote', 'iliyofanya', 'kazi', 'na', 'mwishowe', 'ikanibidi', 'kufanya', 'kazi', 'upya', 'ngumu', 'ya', 'kufuta', 'data', 'zangu', 'zote']"
582,sauti yenye nguvu iliacha kulia,negative,"['sauti', 'yenye', 'nguvu', 'iliacha', 'kulia']","['sauti', 'yenye', 'nguvu', 'iliacha', 'kulia']"
583,huwa na sauti ya juu zaidi kuliko msemaji mwingine yeyote wa ukubwa huu ni mdogo sana hivi kwamba walio wengi wangefikiri sifa hiyo inakosekana hata iwe haina thamani gani,positive,"['huwa', 'na', 'sauti', 'ya', 'juu', 'zaidi', 'kuliko', 'msemaji', 'mwingine', 'yeyote', 'wa', 'ukubwa', 'huu', 'ni', 'mdogo', 'sana', 'hivi', 'kwamba', 'walio', 'wengi', 'wangefikiri', 'sifa', 'hiyo', 'inakosekana', 'hata', 'iwe', 'haina', 'thamani', 'gani']","['huwa', 'na', 'sauti', 'ya', 'juu', 'zaidi', 'kuliko', 'msemaji', 'mwingine', 'yeyote', 'wa', 'ukubwa', 'huu', 'ni', 'mdogo', 'sana', 'hivi', 'kwamba', 'walio', 'wengi', 'wangefikiri', 'sifa', 'hiyo', 'inakosekana', 'hata', 'iwe', 'haina', 'thamani', 'gani']"
584,iliyo bora kuliko walivyotarajia,positive,"['iliyo', 'bora', 'kuliko', 'walivyotarajia']","['iliyo', 'bora', 'kuliko', 'walivyotarajia']"
585,hahisi vizuri anaposafiri na vifungo hivyo hufunguliwa hivi kwamba ni vigumu kuvisukuma,negative,"['hahisi', 'vizuri', 'anaposafiri', 'na', 'vifungo', 'hivyo', 'hufunguliwa', 'hivi', 'kwamba', 'ni', 'vigumu', 'kuvisukuma']","['hahisi', 'vizuri', 'anaposafiri', 'na', 'vifungo', 'hivyo', 'hufunguliwa', 'hivi', 'kwamba', 'ni', 'vigumu', 'kuvisukuma']"
586,betri inashika vizuri,positive,"['betri', 'inashika', 'vizuri']","['betri', 'inashika', 'vizuri']"
587,"Pia, ni vigumu kutumia dawa ya kulevya kupendekeza kuepuka bidhaa hiyo",negative,"['pia', 'ni', 'vigumu', 'kutumia', 'dawa', 'ya', 'kulevya', 'kupendekeza', 'kuepuka', 'bidhaa', 'hiyo']","['pia', 'ni', 'vigumu', 'kutumia', 'dawa', 'ya', 'kulevya', 'kupendekeza', 'kuepuka', 'bidhaa', 'hiyo']"
588,Niliitumia tu siku mbili na haikuwa rahisi sikuzote kusikia,negative,"['niliitumia', 'tu', 'siku', 'mbili', 'na', 'haikuwa', 'rahisi', 'sikuzote', 'kusikia']","['niliitumia', 'tu', 'siku', 'mbili', 'na', 'haikuwa', 'rahisi', 'sikuzote', 'kusikia']"
589,Nikapata msimamizi wa gari na hata baada ya juma moja shtaka hilo liliingia ndani na kuanza kuvuta sigara,negative,"['nikapata', 'msimamizi', 'wa', 'gari', 'na', 'hata', 'baada', 'ya', 'juma', 'moja', 'shtaka', 'hilo', 'liliingia', 'ndani', 'na', 'kuanza', 'kuvuta', 'sigara']","['nikapata', 'msimamizi', 'wa', 'gari', 'na', 'hata', 'baada', 'ya', 'juma', 'moja', 'shtaka', 'hilo', 'liliingia', 'ndani', 'na', 'kuanza', 'kuvuta', 'sigara']"
590,Mteja wa mbio za masafa marefu akitoa huduma mbaya sana za wateja,negative,"['mteja', 'wa', 'mbio', 'za', 'masafa', 'marefu', 'akitoa', 'huduma', 'mbaya', 'sana', 'za', 'wateja']","['mteja', 'wa', 'mbio', 'za', 'masafa', 'marefu', 'akitoa', 'huduma', 'mbaya', 'sana', 'za', 'wateja']"
